# ASCII text file containing parameters from LOADEST regression models for water-quality constituents 
# (excluding pesticides) analyzed by the USGS National Stream Quality Accounting Network (1996-2000) 
# File is tab-delimited; missing fields are denoted by a period (.)
# The first header contains column names
# The second header contains column formats
# Basin = Basin code
#            miss = Mississippi Basin
#            riog = Rio Grande Basin
#            colo = Colorado Basin
#            colum = Columbia Basin
# Station = Water-quality station number
# Begin = First water year of model period (September-October)
#   Note that the last water year of model period is always 2000
# Parameter = WATSTORE code
# Model = TRUE where data were sufficient for LOADEST to generate a model; 
#         FALSE where data were insufficient for LOADEST to generate a model
# Convergence obtained when successive parameter estimates differ by less than a given tolerance (see Methods for details)
# Converge = TRUE where data were sufficient for LOADEST model to converge;
#            FALSE where data were insufficient for LOADEST model to converge
# N obs = Total number of observations
# N detects = Number of uncensored values
# Mean = Mean load for model period, in pounds per day
# Std = Standard deviation for model period, in pounds per day
# Remaining columns contain parameters as appropriate for regression models from LOADEST
# Units for flow = cubic feet per second
# Flow coefficients relate to median-centered flow, to reduct multicolinearity of flow and squared flow terms
# Median flow is calculated for each solute, based on flow values for days where there is a non-missing concentration
# The median-centered flow is then calculated by:  ln(mean daily flow) minus ln(median flow)
# Note that, because of missing values for individual solutes, the median flow may vary by solute for the same station
# Dectime defined as fractional calendar year minus 1995, i.e. normalized to 1995
#
Basin	Station	Begin	Parameter	Model	Converge	N obs	N detects	Mean	Std	Intercept	ln(flow)	ln(flow)**2	sin(dectime*2*pi)	cos(dectime*2*pi)	dectime
miss	06338490	1997	00453	TRUE	TRUE	19	19	24000000	880000	-68.335	1.0217	0.30894	0	0	0.042664
miss	06338490	1997	00608	TRUE	TRUE	22	19	1100	180	6.6175	0.82548	0	0.57748	-0.21931	0
miss	06338490	1997	00613	TRUE	TRUE	22	18	290	27	5.4299	1.4927	0	0	0	0
miss	06338490	1997	00623	TRUE	TRUE	22	19	25000	1500	10.051	1.0256	0	0	0	0
miss	06338490	1997	00625	TRUE	TRUE	23	20	28000	960	10.154	0.92473	0.497	0	0	0
miss	06338490	1997	00631	TRUE	TRUE	22	22	11000	1700	9.0787	1.6893	0	0	0	0
miss	06338490	1997	00665	TRUE	TRUE	23	10	1700	450	7.684	0.93977	0	0	0	-0.31565
miss	06338490	1997	00666	FALSE	FALSE	23	4	.	.	.	.	.	.	.	.
miss	06338490	1997	00671	TRUE	TRUE	22	13	260	47	5.1845	1.4277	0	0	0	0
miss	06338490	1997	00915	TRUE	TRUE	23	23	6600000	70000	15.689	0.97731	0	0	0	0
miss	06338490	1997	00925	TRUE	TRUE	23	23	2600000	25000	14.756	0.96025	0	0	0	0
miss	06338490	1997	00930	TRUE	TRUE	23	23	7100000	88000	15.648	1.0552	0.13507	-0.0017197	0.046278	0.053646
miss	06338490	1997	00935	TRUE	TRUE	23	23	510000	4800	13.168	1.0014	0	0	0	-0.020713
miss	06338490	1997	00940	TRUE	TRUE	23	23	1100000	19000	13.915	0.96725	0	0	0	0
miss	06338490	1997	00945	TRUE	TRUE	23	23	21000000	290000	16.765	1.0445	0	-0.015349	0.045945	0.035641
miss	06338490	1997	00950	TRUE	TRUE	22	22	70000	1600	11.221	0.88916	0	0	0	-0.047311
miss	06338490	1997	00955	TRUE	TRUE	22	22	870000	16000	13.741	1.0842	0	0	0	-0.055852
miss	06338490	1997	01000	TRUE	TRUE	22	22	270	10	5.6948	0.85967	0	0	0	-0.080781
miss	06338490	1997	01005	FALSE	FALSE	10	10	.	.	.	.	.	.	.	.
miss	06338490	1997	01010	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01020	TRUE	TRUE	22	22	14000	160	9.4278	0.98573	0.15308	0	0	0.031112
miss	06338490	1997	01025	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01030	FALSE	FALSE	10	6	.	.	.	.	.	.	.	.
miss	06338490	1997	01035	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01040	FALSE	FALSE	10	10	.	.	.	.	.	.	.	.
miss	06338490	1997	01046	FALSE	FALSE	22	1	.	.	.	.	.	.	.	.
miss	06338490	1997	01049	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01056	FALSE	FALSE	10	1	.	.	.	.	.	.	.	.
miss	06338490	1997	01060	FALSE	FALSE	10	10	.	.	.	.	.	.	.	.
miss	06338490	1997	01065	FALSE	FALSE	10	10	.	.	.	.	.	.	.	.
miss	06338490	1997	01075	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01080	TRUE	TRUE	22	22	63000	630	11.039	0.97886	0	0	0	0
miss	06338490	1997	01085	FALSE	FALSE	22	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01095	FALSE	FALSE	10	0	.	.	.	.	.	.	.	.
miss	06338490	1997	01106	FALSE	FALSE	10	4	.	.	.	.	.	.	.	.
miss	06338490	1997	01130	TRUE	TRUE	22	22	5300	76	8.5556	1.0257	0	0	0	0
miss	06338490	1997	01145	FALSE	FALSE	22	0	.	.	.	.	.	.	.	.
miss	06338490	1997	22703	FALSE	FALSE	10	10	.	.	.	.	.	.	.	.
miss	06338490	1997	29801	TRUE	TRUE	22	22	21000000	190000	16.825	0.98232	0	0	0	0.012055
miss	06338490	1997	39086	TRUE	TRUE	19	19	20000000	730000	-61.897	1.0011	0.30931	0	0	0.039346
miss	06338490	1997	70300	TRUE	TRUE	22	22	54000000	360000	17.722	0.98972	0.12368	0	0	0.02852
miss	06338490	1997	80154	TRUE	TRUE	21	20	350000	54000	12.412	1.3861	0	-0.51777	-0.20902	0
miss	06440000	1997	00452	TRUE	TRUE	13	13	1000000	570000	13.087	-1.3602	0	0	0	0
miss	06440000	1997	00453	TRUE	TRUE	24	24	30000000	360000	17.097	0.97829	0	0	0	0.046335
miss	06440000	1997	00608	TRUE	TRUE	24	19	1400	260	7.4376	0.22241	-1.6133	0	0	-0.25001
miss	06440000	1997	00613	TRUE	TRUE	24	19	370	92	5.4963	0.98665	0	0	0	0
miss	06440000	1997	00623	TRUE	TRUE	24	23	34000	1300	10.348	1.2146	0	0	0	0
miss	06440000	1997	00625	TRUE	TRUE	24	23	38000	2100	10.566	0.84502	-0.35073	0	0	0
miss	06440000	1997	00631	TRUE	TRUE	24	24	20000	5600	10.096	1.5502	0.78731	0	0	-0.45128
miss	06440000	1997	00665	TRUE	TRUE	22	11	4000	2700	6.3581	-4.9897	-11.699	0.3386	1.4159	0.7193
miss	06440000	1997	00666	FALSE	FALSE	24	3	.	.	.	.	.	.	.	.
miss	06440000	1997	00671	TRUE	TRUE	24	17	620	150	6.2239	1.1813	0	0	0	-0.26276
miss	06440000	1997	00915	TRUE	TRUE	24	24	9100000	110000	15.996	1.0015	0	0	0	0
miss	06440000	1997	00925	TRUE	TRUE	24	24	3600000	36000	15.026	1.0046	0	0	0	0.031124
miss	06440000	1997	00930	TRUE	TRUE	24	24	11000000	140000	16.169	1.0622	0	0	0	0.022173
miss	06440000	1997	00935	TRUE	TRUE	24	24	780000	10000	13.582	1.0188	0	0	0	-0.032046
miss	06440000	1997	00940	TRUE	TRUE	24	24	1600000	23000	14.261	0.91373	-0.16443	0	0	0
miss	06440000	1997	00945	TRUE	TRUE	24	24	35000000	510000	17.299	1.0842	0	0	0	0.022029
miss	06440000	1997	00950	TRUE	TRUE	24	24	80000	2100	11.265	0.91369	0	0	0	0
miss	06440000	1997	00955	TRUE	TRUE	24	24	910000	25000	13.787	0.93608	0	-0.024931	0.11045	-0.064372
miss	06440000	1997	01000	TRUE	TRUE	24	24	260	11	5.5482	0.73598	0	0	0	0
miss	06440000	1997	01005	TRUE	TRUE	13	13	6300	74	8.6621	0.92266	-0.064577	0.034888	-0.021226	0
miss	06440000	1997	01010	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01020	TRUE	TRUE	24	24	19000	260	9.7837	1.0165	0	0	0	0.019964
miss	06440000	1997	01025	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01030	TRUE	TRUE	13	11	340	34	5.5626	1.1785	0	0.47315	-0.090859	0
miss	06440000	1997	01035	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01040	TRUE	TRUE	13	13	260	12	5.4538	0.99613	0	0	0	0
miss	06440000	1997	01046	FALSE	FALSE	24	2	.	.	.	.	.	.	.	.
miss	06440000	1997	01049	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01056	TRUE	TRUE	13	7	530000	0	3.5724	3.1936	2.6908	1.9256	1.6737	1.1581
miss	06440000	1997	01060	TRUE	TRUE	13	13	410	10	5.914	0.98083	0	0	0	0
miss	06440000	1997	01065	TRUE	TRUE	13	13	430	25	5.7006	1.1635	0	0.12466	-0.018282	0.13135
miss	06440000	1997	01075	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01080	TRUE	TRUE	24	24	88000	1000	11.371	0.95842	-0.064424	0	0	0
miss	06440000	1997	01085	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01095	FALSE	FALSE	13	0	.	.	.	.	.	.	.	.
miss	06440000	1997	01106	FALSE	FALSE	13	2	.	.	.	.	.	.	.	.
miss	06440000	1997	01130	TRUE	TRUE	24	24	8100	100	8.9586	1.0587	0	0	0	0
miss	06440000	1997	01145	TRUE	TRUE	24	8	200	13	5.1738	1.0879	0	0	0	0
miss	06440000	1997	22703	TRUE	TRUE	13	13	530	12	6.3667	0.89139	-0.093921	0	0	-0.10833
miss	06440000	1997	29801	TRUE	TRUE	24	24	26000000	270000	17.031	0.96375	-0.0508	0.026413	0.011091	0.021602
miss	06440000	1997	39086	TRUE	TRUE	24	24	25000000	280000	16.907	0.97843	0	0.027459	-0.024765	0.05197
miss	06440000	1997	70300	TRUE	TRUE	24	24	81000000	750000	18.15	1.0322	0	0	0	0.019575
miss	06440000	1997	80154	TRUE	TRUE	23	22	270000	41000	12.023	1.8773	0	0	0	0.19175
miss	06610000	1996	00452	TRUE	TRUE	12	12	1100000	260000	13.196	1.7749	0	0	0	0
miss	06610000	1996	00453	TRUE	TRUE	69	69	51000000	580000	17.747	0.83408	0	0	0	-0.022974
miss	06610000	1996	00608	TRUE	TRUE	72	53	20000	2800	9.6826	1.0878	0	0.42786	0.50794	-0.15595
miss	06610000	1996	00613	TRUE	TRUE	72	45	5300	520	8.0993	1.6025	0	0	0	0
miss	06610000	1996	00623	TRUE	TRUE	72	70	86000	4700	11.357	1.151	0	0.27031	0.088568	-0.066057
miss	06610000	1996	00625	TRUE	TRUE	71	71	220000	22000	11.968	1.3732	0	0.19082	-0.14587	0
miss	06610000	1996	00631	TRUE	TRUE	72	72	240000	20000	12.283	1.1994	0	0.5642	-0.11737	-0.13766
miss	06610000	1996	00665	TRUE	TRUE	72	72	56000	7300	10.051	1.9342	0	0.2394	-0.08946	0.19948
miss	06610000	1996	00666	TRUE	TRUE	72	66	9800	900	8.7336	1.4827	0	0.3699	0.040705	0
miss	06610000	1996	00671	TRUE	TRUE	72	71	9600	1000	9.0517	1.5492	0	0.32821	0.026041	-0.16424
miss	06610000	1996	00915	TRUE	TRUE	72	72	16000000	230000	16.524	0.9104	0	0.047935	-0.039377	0
miss	06610000	1996	00925	TRUE	TRUE	72	72	6100000	110000	15.518	0.92646	-0.18897	0.056002	-0.046411	0.025473
miss	06610000	1996	00930	TRUE	TRUE	72	72	16000000	310000	16.525	0.83277	-0.1959	-0.11707	-0.020408	0
miss	06610000	1996	00935	TRUE	TRUE	72	72	1500000	20000	14.219	1.0876	0	0.061831	-0.043901	-0.0287
miss	06610000	1996	00940	TRUE	TRUE	72	72	3200000	49000	14.914	0.86983	-0.17709	0.056151	-0.035909	0.017061
miss	06610000	1996	00945	TRUE	TRUE	72	72	54000000	1000000	17.687	1.0314	-0.23798	0	0	0.03505
miss	06610000	1996	00950	TRUE	TRUE	72	72	110000	1600	11.577	0.83279	0	-0.069537	-0.026523	0
miss	06610000	1996	00955	TRUE	TRUE	72	72	2200000	50000	14.542	0.9129	0	0.078262	0.027737	0
miss	06610000	1996	01000	TRUE	TRUE	72	71	540	16	6.0881	1.0152	0	-0.066724	-0.18904	0.036986
miss	06610000	1996	01005	TRUE	TRUE	36	36	16000	630	9.6034	0.94806	0	0.092828	-0.16039	0
miss	06610000	1996	01010	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01020	TRUE	TRUE	70	70	28000	390	10.191	0.78294	0	-0.11079	-0.046716	0
miss	06610000	1996	01025	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01030	TRUE	TRUE	36	28	810	110	7.1768	0.52758	0	0	0	-0.39845
miss	06610000	1996	01035	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01040	TRUE	TRUE	36	36	520	15	6.1216	1.1975	-0.31913	0	0	0.059275
miss	06610000	1996	01046	TRUE	TRUE	72	12	2400	670	6.8806	1.8055	0	0.33527	0.51888	0
miss	06610000	1996	01049	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01056	TRUE	TRUE	36	18	2400	1500	6.4913	2.3186	0	0.618	1.5985	0
miss	06610000	1996	01060	TRUE	TRUE	36	36	750	14	6.5735	0.77629	0	-0.09438	-0.15999	0
miss	06610000	1996	01065	TRUE	TRUE	36	36	690	19	6.5843	1.2813	-0.72085	0.18647	0.099472	0
miss	06610000	1996	01075	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01080	TRUE	TRUE	72	72	130000	2100	11.743	0.84625	-0.17168	0	0	0
miss	06610000	1996	01085	FALSE	FALSE	72	3	.	.	.	.	.	.	.	.
miss	06610000	1996	01095	FALSE	FALSE	36	0	.	.	.	.	.	.	.	.
miss	06610000	1996	01106	TRUE	TRUE	36	35	850	170	-922.15	1.7399	1.6824	0	0	0.46455
miss	06610000	1996	01130	TRUE	TRUE	72	72	12000	260	9.3144	0.74684	0	-0.085277	-0.083107	0
miss	06610000	1996	01145	TRUE	TRUE	72	70	920	330	6.5231	0.70164	0	0	0	-0.078777
miss	06610000	1996	22703	TRUE	TRUE	36	36	1100	33	6.9567	0.90891	0	0.072275	-0.096718	0
miss	06610000	1996	29801	TRUE	TRUE	72	72	44000000	430000	17.56	0.85128	-0.087541	0.030948	-0.01574	0
miss	06610000	1996	39086	TRUE	TRUE	71	71	42000000	450000	17.555	0.8522	-0.10071	0.030184	-0.01574	-0.018439
miss	06610000	1996	70300	TRUE	TRUE	72	72	130000000	2200000	18.668	0.8137	-0.30858	-0.029939	-0.058388	0
miss	06610000	1996	80154	TRUE	TRUE	71	71	150000000	16000000	18.386	1.9452	0	0	0	0
miss	06805500	1996	00452	TRUE	TRUE	15	15	850000	150000	13.04	1.2666	0	0	0	0
miss	06805500	1996	00453	TRUE	TRUE	63	63	10000000	230000	16.309	0.96678	0	0.062989	0.22208	-0.038054
miss	06805500	1996	00608	TRUE	TRUE	68	42	6100	840	7.7145	2.1862	0	0.17956	0.49765	0
miss	06805500	1996	00613	TRUE	TRUE	68	57	1700	170	6.8792	1.5091	0	0.04734	-0.39173	0
miss	06805500	1996	00623	TRUE	TRUE	68	68	24000	1300	9.8019	1.4527	0.12531	0.072652	-0.12247	0
miss	06805500	1996	00625	TRUE	TRUE	67	66	100000	8300	11.123	1.2996	0	-0.053499	-0.61439	0
miss	06805500	1996	00631	TRUE	TRUE	68	61	110000	10000	10.924	2.6508	-0.85362	0.38724	0.76577	0
miss	06805500	1996	00665	TRUE	TRUE	67	66	33000	2800	10.049	1.3709	0	-0.029308	-0.38803	0
miss	06805500	1996	00666	TRUE	TRUE	68	64	10000	830	8.1629	2.0276	0	-0.062028	0.60821	0.13693
miss	06805500	1996	00671	TRUE	TRUE	68	68	10000	920	8.6298	1.9234	0	0.089253	0.57829	0
miss	06805500	1996	00915	TRUE	TRUE	68	68	2900000	52000	14.896	0.95926	-0.13085	0.095053	0.20759	0
miss	06805500	1996	00925	TRUE	TRUE	68	68	810000	16000	13.63	0.83244	-0.12099	0.055449	0.13436	0
miss	06805500	1996	00930	TRUE	TRUE	68	68	2600000	110000	14.751	0.54025	0	0	0	0
miss	06805500	1996	00935	TRUE	TRUE	68	68	490000	7400	13.134	0.98594	0	-0.0023671	-0.046652	-0.019814
miss	06805500	1996	00940	TRUE	TRUE	68	68	1900000	140000	14.395	0.39112	0	0	0	0
miss	06805500	1996	00945	TRUE	TRUE	68	68	5200000	190000	15.491	0.79359	-0.24804	0.053224	0.12596	0
miss	06805500	1996	00950	TRUE	TRUE	68	68	21000	350	9.9457	0.99825	-0.088923	0	0	0
miss	06805500	1996	00955	TRUE	TRUE	68	68	1300000	22000	14.039	0.9095	0	-0.014033	0.35542	0
miss	06805500	1996	01000	TRUE	TRUE	63	63	270	6	5.5978	0.74112	0	0	0	0
miss	06805500	1996	01005	TRUE	TRUE	43	43	6500	130	8.8527	1.0919	-0.15787	0.0016227	0.068811	0
miss	06805500	1996	01010	FALSE	FALSE	43	0	.	.	.	.	.	.	.	.
miss	06805500	1996	01020	TRUE	TRUE	63	63	3800	95	8.2778	0.76619	-0.076357	-0.046591	-0.061533	0
miss	06805500	1996	01025	FALSE	FALSE	43	0	.	.	.	.	.	.	.	.
miss	06805500	1996	01030	TRUE	TRUE	43	30	150	22	277.96	1.0988	0	0	0	-0.13681
miss	06805500	1996	01035	FALSE	FALSE	43	0	.	.	.	.	.	.	.	.
miss	06805500	1996	01040	TRUE	TRUE	43	42	260	30	-716.1	1.2166	0	0	0	0.36101
miss	06805500	1996	01046	TRUE	TRUE	68	7	2000	1600	5.3861	1.105	0	0	0	0
miss	06805500	1996	01049	FALSE	FALSE	43	2	.	.	.	.	.	.	.	.
miss	06805500	1996	01056	TRUE	TRUE	48	22	1000	720	4.6773	2.6032	0	0.49851	1.4949	0
miss	06805500	1996	01060	TRUE	TRUE	43	43	180	3	5.2817	0.88581	-0.10536	-0.057901	-0.1744	0
miss	06805500	1996	01065	TRUE	TRUE	43	42	130	5	4.793	1.3451	0	0	0	0
miss	06805500	1996	01075	FALSE	FALSE	43	0	.	.	.	.	.	.	.	.
miss	06805500	1996	01080	TRUE	TRUE	63	63	21000	490	9.972	0.85289	-0.13229	0.062395	0.15887	0
miss	06805500	1996	01085	TRUE	TRUE	63	39	400	14	5.9412	0.87988	0	-0.071467	-0.18336	0
miss	06805500	1996	01095	FALSE	FALSE	43	1	.	.	.	.	.	.	.	.
miss	06805500	1996	01106	TRUE	TRUE	43	40	110	10	-233.64	1.046	0	0	0	0.11924
miss	06805500	1996	01130	TRUE	TRUE	63	63	1100	22	7.0039	0.73246	-0.13843	0	0	0
miss	06805500	1996	01145	TRUE	TRUE	63	62	160	6	5.0457	0.78123	-0.11575	0.17696	0.026804	0
miss	06805500	1996	22703	TRUE	TRUE	43	43	490	18	6.3517	0.92224	-0.6148	0	0	0
miss	06805500	1996	29801	TRUE	TRUE	63	63	9000000	140000	16.02	0.91433	-0.079611	0.076783	0.15749	0
miss	06805500	1996	39086	TRUE	TRUE	64	64	8700000	160000	15.989	0.89401	0	0.063785	0.18033	0
miss	06805500	1996	70300	TRUE	TRUE	68	68	22000000	540000	16.914	0.81948	-0.090073	0.051099	0.14119	0
miss	06805500	1996	80154	TRUE	TRUE	67	67	85000000	6900000	17.482	2.2181	0	-0.12989	-0.44986	0
miss	06934500	1996	00452	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	06934500	1996	00453	TRUE	TRUE	74	74	110000000	3100000	18.654	0.79362	0	-0.061692	0.028974	-0.053039
miss	06934500	1996	00608	TRUE	TRUE	72	40	27000	2800	10.106	0.89837	0	0.32237	0.35976	-0.12892
miss	06934500	1996	00613	TRUE	TRUE	72	51	15000	1500	9.0896	1.3646	0	0.40307	0.029629	0
miss	06934500	1996	00623	TRUE	TRUE	72	71	210000	6700	12.022	1.0489	0.26969	0.21062	-0.02578	0
miss	06934500	1996	00625	TRUE	TRUE	72	72	630000	56000	12.867	1.3877	0.40482	0.13426	-0.30272	0
miss	06934500	1996	00631	TRUE	TRUE	72	71	820000	62000	13.618	1.5564	-0.50866	0.43514	0.057544	-0.080197
miss	06934500	1996	00665	TRUE	TRUE	72	71	240000	23000	11.208	1.7231	0.59012	0	0	0.1674
miss	06934500	1996	00666	TRUE	TRUE	72	72	49000	2000	10.461	1.0604	0	0	0	0.07028
miss	06934500	1996	00671	TRUE	TRUE	72	72	44000	2300	10.725	1.1008	-0.74396	0	0	0
miss	06934500	1996	00915	TRUE	TRUE	72	72	32000000	470000	17.308	0.80297	0	0	0	-0.020243
miss	06934500	1996	00925	TRUE	TRUE	72	72	10000000	180000	16.184	0.72433	0	-0.069592	-0.0099646	-0.017016
miss	06934500	1996	00930	TRUE	TRUE	72	72	25000000	630000	17.118	0.41901	0	-0.21607	-0.052479	-0.031245
miss	06934500	1996	00935	TRUE	TRUE	72	72	3200000	53000	15.148	0.81336	0	-0.053553	-0.085412	-0.06684
miss	06934500	1996	00940	TRUE	TRUE	73	73	9900000	150000	16.055	0.59933	0	0.017603	0.07229	0.015268
miss	06934500	1996	00945	TRUE	TRUE	73	73	74000000	2200000	18.221	0.52477	0	-0.1872	-0.079858	-0.040166
miss	06934500	1996	00950	TRUE	TRUE	73	73	200000	3700	12.185	0.75163	0	-0.085186	-0.044997	0
miss	06934500	1996	00955	TRUE	TRUE	72	72	5900000	130000	15.52	0.98687	0	0.084545	0.11872	0
miss	06934500	1996	01000	TRUE	TRUE	72	70	1300	42	6.9335	0.80668	0	-0.17966	-0.12163	0.047557
miss	06934500	1996	01005	TRUE	TRUE	49	49	75000	9000	10.39	0.7111	0	-0.043257	-0.19743	0.21556
miss	06934500	1996	01010	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	06934500	1996	01020	TRUE	TRUE	68	68	48000	1400	10.58	0.53203	0	-0.17366	-0.072156	0.059332
miss	06934500	1996	01025	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	06934500	1996	01030	TRUE	TRUE	49	36	1100	68	7.1	1.1702	-0.40498	0	0	-0.094121
miss	06934500	1996	01035	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	06934500	1996	01040	TRUE	TRUE	49	48	1200	39	6.9361	0.69287	0	0.037335	-0.36391	0
miss	06934500	1996	01046	TRUE	TRUE	72	43	28000	6500	6.6286	1.7914	0	0.51534	0.029761	0.6748
miss	06934500	1996	01049	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	06934500	1996	01056	TRUE	TRUE	49	31	2100	330	6.8919	0.52283	1.1327	-0.045229	0.50587	0
miss	06934500	1996	01060	TRUE	TRUE	49	46	1600	35	7.3409	0.59644	0	-0.1604	-0.2041	0
miss	06934500	1996	01065	TRUE	TRUE	49	49	1400	72	7.0913	0.74029	0.4143	0.056375	-0.13989	0
miss	06934500	1996	01075	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	06934500	1996	01080	TRUE	TRUE	72	72	230000	4200	12.321	0.64707	0	-0.08635	0.020477	0
miss	06934500	1996	01085	TRUE	TRUE	72	9	2800	590	7.473	0.96862	0	-0.1401	-0.40906	0.097947
miss	06934500	1996	01095	FALSE	FALSE	46	4	.	.	.	.	.	.	.	.
miss	06934500	1996	01106	TRUE	TRUE	49	46	9600	2200	7.025	1.0043	0	0	0	0.44409
miss	06934500	1996	01130	TRUE	TRUE	72	72	16000	470	9.7846	0.41655	0	-0.24724	-0.092047	-0.04305
miss	06934500	1996	01145	TRUE	TRUE	72	64	940	30	6.8797	0.58657	0	0.018496	-0.18692	-0.031048
miss	06934500	1996	22703	TRUE	TRUE	46	46	2100	61	7.7193	0.6944	-0.29	0	0	0
miss	06934500	1996	29801	TRUE	TRUE	70	70	88000000	1100000	18.355	0.78361	0	0	0	-0.021737
miss	06934500	1996	39086	TRUE	TRUE	73	73	90000000	2300000	18.473	0.73305	0	0	0	-0.060844
miss	06934500	1996	70300	TRUE	TRUE	73	73	230000000	3900000	19.285	0.70807	0	-0.085949	-0.014385	-0.019184
miss	06934500	1996	80154	TRUE	TRUE	74	74	400000000	32000000	19.159	2.1729	0	0.19633	-0.24292	0
miss	07022000	1996	00452	FALSE	FALSE	1	1	.	.	.	.	.	.	.	.
miss	07022000	1996	00453	TRUE	TRUE	70	70	240000000	5600000	19.373	0.7868	0	0	0	-0.032334
miss	07022000	1996	00608	TRUE	TRUE	73	50	90000	8100	11.142	1.0187	0	0.32666	0.80442	-0.059302
miss	07022000	1996	00613	TRUE	TRUE	73	67	36000	2800	10.123	0.98784	0	0.29951	-0.25432	0
miss	07022000	1996	00623	TRUE	TRUE	73	72	590000	14000	13.177	1.0435	0	0.15734	0.061915	0
miss	07022000	1996	00625	TRUE	TRUE	72	72	1400000	79000	13.769	1.284	0.36086	0.17583	-0.075483	0
miss	07022000	1996	00631	TRUE	TRUE	73	73	3100000	130000	14.77	1.4976	-0.357	0.19724	-0.097739	0
miss	07022000	1996	00665	TRUE	TRUE	72	72	480000	35000	12.312	1.841	0	0	0	0.12213
miss	07022000	1996	00666	TRUE	TRUE	73	73	130000	2900	11.616	1.0855	-0.22184	-0.12043	-0.11808	0.045149
miss	07022000	1996	00671	TRUE	TRUE	73	73	120000	3900	11.713	1.0877	-0.39612	-0.21999	-0.064834	0
miss	07022000	1996	00915	TRUE	TRUE	72	72	65000000	1200000	17.976	0.8694	-0.09711	0	0	0
miss	07022000	1996	00925	TRUE	TRUE	72	72	23000000	410000	16.981	0.77302	-0.14493	0	0	0
miss	07022000	1996	00930	TRUE	TRUE	72	72	34000000	690000	17.474	0.38431	-0.12465	0	0	-0.032465
miss	07022000	1996	00935	TRUE	TRUE	72	72	5300000	120000	15.689	0.78597	0	0	0	-0.081577
miss	07022000	1996	00940	TRUE	TRUE	73	73	27000000	440000	17.057	0.66803	-0.19871	0.16259	0.11295	0.030723
miss	07022000	1996	00945	TRUE	TRUE	73	73	95000000	2200000	18.545	0.53522	0	-0.10281	-0.031897	-0.058866
miss	07022000	1996	00950	TRUE	TRUE	73	73	340000	6300	12.759	0.70784	0.1752	-0.065709	-0.08408	-0.026823
miss	07022000	1996	00955	TRUE	TRUE	72	71	12000000	520000	16.406	1.1963	0	0	0	-0.10337
miss	07022000	1996	01000	TRUE	TRUE	70	64	2200	75	7.3845	0.88962	0	-0.29942	-0.3003	0.064781
miss	07022000	1996	01005	TRUE	TRUE	49	49	140000	19000	10.961	0.76079	0	0.020384	-0.28216	0.2014
miss	07022000	1996	01010	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	07022000	1996	01020	TRUE	TRUE	66	65	81000	2800	11.099	0.60548	0	-0.11371	-0.19727	0.044773
miss	07022000	1996	01025	FALSE	FALSE	49	0	.	.	.	.	.	.	.	.
miss	07022000	1996	01030	TRUE	TRUE	49	36	2700	270	7.8259	1.3435	-1.1421	0.14551	0.16644	0
miss	07022000	1996	01035	FALSE	FALSE	49	1	.	.	.	.	.	.	.	.
miss	07022000	1996	01040	TRUE	TRUE	49	49	2600	66	7.7164	0.79063	0	0.066341	-0.23906	0
miss	07022000	1996	01046	TRUE	TRUE	70	51	67000	12000	8.8312	2.0018	0	0.50913	0.43091	0.35465
miss	07022000	1996	01049	FALSE	FALSE	49	3	.	.	.	.	.	.	.	.
miss	07022000	1996	01056	TRUE	TRUE	49	30	5500	960	7.5764	1.1548	0	0.22259	0.88147	0.13427
miss	07022000	1996	01060	TRUE	TRUE	51	48	2900	69	7.9185	0.51355	0	-0.19157	-0.19203	0
miss	07022000	1996	01065	TRUE	TRUE	51	51	2900	110	7.8413	0.88115	0	0.041786	-0.15532	0
